Date Time,Latitude,Longitude,Elevation,Temperature Height (m),Wind Height (m),Total Solar Radiation(MJ),Max Temp(deg C),Min Temp(deg C),Total Rainfall(mm),Average Dewpoint(deg C),Total Wind Run(km/day)
6/12/2020,29.80266,-82.41081,48.768,2,10,15.26,32.26,21.07,10.41,22.77,128.5
6/13/2020,29.80266,-82.41081,48.768,2,10,18.57,29.88,20.46,2.03,21.3,183.2
6/14/2020,29.80266,-82.41081,48.768,2,10,21.02,30.59,20.9,0,21.61,173.2
6/15/2020,29.80266,-82.41081,48.768,2,10,25.93,30.32,18.39,0,18.99,155.2
6/16/2020,29.80266,-82.41081,48.768,2,10,25.56,29,17.97,0,18.41,159.8
6/17/2020,29.80266,-82.41081,48.768,2,10,18.73,29.27,16.82,1.27,19.39,117.4
6/18/2020,29.80266,-82.41081,48.768,2,10,24.24,31.83,18.5,0,20.19,97.7
6/19/2020,29.80266,-82.41081,48.768,2,10,22.62,33.11,19.24,20.83,21.53,119.6
6/20/2020,29.80266,-82.41081,48.768,2,10,23.41,33.46,20.6,0,21.9,102.9
6/21/2020,29.80266,-82.41081,48.768,2,10,25.27,32.9,20.54,0,21.48,134
6/22/2020,29.80266,-82.41081,48.768,2,10,23.57,33.1,18.8,0,21.66,162.3
6/23/2020,29.80266,-82.41081,48.768,2,10,20,32.4,22.35,1.52,23.15,222.2
6/24/2020,29.80266,-82.41081,48.768,2,10,21.33,34.19,22.23,0,22.97,174
6/25/2020,29.80266,-82.41081,48.768,2,10,21.09,33.97,21.49,0,23.43,102.7
6/26/2020,29.80266,-82.41081,48.768,2,10,21.5,34.69,22.69,0,23.57,86.2
6/27/2020,29.80266,-82.41081,48.768,2,10,12.98,33.64,23.49,11.94,24.17,85.3
6/28/2020,29.80266,-82.41081,48.768,2,10,21.38,34.53,21.85,0,23.67,152
6/29/2020,29.80266,-82.41081,48.768,2,10,18.64,33.64,22.55,10.16,24.21,135.8
6/30/2020,29.80266,-82.41081,48.768,2,10,13.39,32.7,23.38,2.29,24.41,134.8
7/1/2020,29.80266,-82.41081,48.768,2,10,12.88,31.1,21.56,5.84,23.12,148.9
7/2/2020,29.80266,-82.41081,48.768,2,10,18.79,32.3,21.48,0.51,23.28,179.5
7/3/2020,29.80266,-82.41081,48.768,2,10,13.06,32.03,22.33,0,23.56,108.6
7/4/2020,29.80266,-82.41081,48.768,2,10,12.9,31.41,20.83,18.03,22.85,119
7/5/2020,29.80266,-82.41081,48.768,2,10,11.76,29.63,23.35,0,23.79,172.6
7/6/2020,29.80266,-82.41081,48.768,2,10,11.88,28.93,23.56,4.57,23.59,203.4
7/7/2020,29.80266,-82.41081,48.768,2,10,14.48,29.42,23.16,11.18,23.75,228.4
7/8/2020,29.80266,-82.41081,48.768,2,10,19.33,32.25,24.42,0,24.47,239.2
7/9/2020,29.80266,-82.41081,48.768,2,10,21.52,32.76,24.26,0,24.39,205.8
7/10/2020,29.80266,-82.41081,48.768,2,10,20.84,34.67,25.19,0,25,208.6
7/11/2020,29.80266,-82.41081,48.768,2,10,21.31,34.75,23.49,3.81,24.39,180.9
7/12/2020,29.80266,-82.41081,48.768,2,10,23.34,34.67,22.08,0,22.32,143.5
7/13/2020,29.80266,-82.41081,48.768,2,10,21.35,33.27,22.14,0,23.54,198.7
7/14/2020,29.80266,-82.41081,48.768,2,10,19.98,34.19,24.26,0,24.68,166.3
7/15/2020,29.80266,-82.41081,48.768,2,10,21.77,34.75,22.05,9.91,23.4,131.8
7/16/2020,29.80266,-82.41081,48.768,2,10,21.14,34.03,21.02,0,22.68,148.5
7/17/2020,29.80266,-82.41081,48.768,2,10,18.07,33.25,21.66,31.5,23.75,129.9
7/18/2020,29.80266,-82.41081,48.768,2,10,19.23,32.87,21.89,0.51,24.01,123.8
7/19/2020,29.80266,-82.41081,48.768,2,10,21.96,34.07,21.76,0,23.39,124.1
7/20/2020,29.80266,-82.41081,48.768,2,10,22.9,33.86,21.59,0,23.26,142
7/21/2020,29.80266,-82.41081,48.768,2,10,16.62,33.83,22.9,8.13,23.69,126.1
7/22/2020,29.80266,-82.41081,48.768,2,10,11.86,32.4,21.42,5.84,23.47,133.7
7/23/2020,29.80266,-82.41081,48.768,2,10,15.2,31.07,23.77,1.02,24.33,185
7/24/2020,29.80266,-82.41081,48.768,2,10,19.95,33.5,22.76,0.25,23.59,179.9
7/25/2020,29.80266,-82.41081,48.768,2,10,17.27,32.51,22.93,0,23.71,168.3
7/26/2020,29.80266,-82.41081,48.768,2,10,20.26,32.99,21.69,0,23.29,134.2
7/27/2020,29.80266,-82.41081,48.768,2,10,13.39,31.53,21.73,0.25,23.63,131.7
7/28/2020,29.80266,-82.41081,48.768,2,10,14.1,30.56,23.11,0,23.93,180.8
7/29/2020,29.80266,-82.41081,48.768,2,10,8.46,30.52,22.62,22.86,23.71,140.1
7/30/2020,29.80266,-82.41081,48.768,2,10,16.32,31.39,23.56,9.91,24.45,169.5
7/31/2020,29.80266,-82.41081,48.768,2,10,22.25,33.79,23.38,0,24.07,142.6
8/1/2020,29.80266,-82.41081,48.768,2,10,20.52,34.48,22.76,0,24.3,88.1
8/2/2020,29.80266,-82.41081,48.768,2,10,18.38,31.8,21.33,0.51,23.68,160.4
8/3/2020,29.80266,-82.41081,48.768,2,10,19.49,34.08,24.21,0,24.56,182.8
8/4/2020,29.80266,-82.41081,48.768,2,10,21.93,34.33,24.61,0,24.56,152.3
8/5/2020,29.80266,-82.41081,48.768,2,10,18.94,33.53,22.25,1.02,23.99,133.6
8/6/2020,29.80266,-82.41081,48.768,2,10,11.51,31.99,22.99,2.29,23.72,108.8
8/7/2020,29.80266,-82.41081,48.768,2,10,13.16,32.55,22.11,0.25,23.43,122.3
8/8/2020,29.80266,-82.41081,48.768,2,10,17.4,32.66,20.77,0,23.53,101.5
8/9/2020,29.80266,-82.41081,48.768,2,10,23.39,34.78,22,0,23.37,128.4
8/10/2020,29.80266,-82.41081,48.768,2,10,22.88,34.1,21.56,0.76,23,133.8
8/11/2020,29.80266,-82.41081,48.768,2,10,11.68,31.96,22.74,1.02,23.43,131.3
8/12/2020,29.80266,-82.41081,48.768,2,10,19.1,32.14,21.67,0,23.37,119.1
8/13/2020,29.80266,-82.41081,48.768,2,10,17.5,33.62,21.77,0,23.14,98.8
8/14/2020,29.80266,-82.41081,48.768,2,10,15.75,32.73,22.15,0,23.92,103
8/15/2020,29.80266,-82.41081,48.768,2,10,13.07,30.22,22.67,3.05,24.21,158
8/16/2020,29.80266,-82.41081,48.768,2,10,19.03,32.82,23.16,2.03,24.18,136.3
8/17/2020,29.80266,-82.41081,48.768,2,10,16.87,33.52,22.02,0.25,23.92,99.1
8/18/2020,29.80266,-82.41081,48.768,2,10,16.01,33.29,21.49,3.05,23.27,142.5
8/19/2020,29.80266,-82.41081,48.768,2,10,14.43,31.03,20.49,16.76,22.57,133.7
8/20/2020,29.80266,-82.41081,48.768,2,10,12.11,30.75,21.17,8.13,22.93,123.8
8/21/2020,29.80266,-82.41081,48.768,2,10,8.49,28.07,20.47,3.56,22.23,156.8
8/22/2020,29.80266,-82.41081,48.768,2,10,11.78,30.42,21.76,15.75,22.91,120.9
8/23/2020,29.80266,-82.41081,48.768,2,10,15.65,32.83,22.23,34.8,24.1,152.9
8/24/2020,29.80266,-82.41081,48.768,2,10,16.91,33.69,24.92,0,25.06,230.4
8/25/2020,29.80266,-82.41081,48.768,2,10,18.39,34.64,25.96,0,25.8,220.1
8/26/2020,29.80266,-82.41081,48.768,2,10,19.05,34.01,24.43,0,25.23,180.3
8/27/2020,29.80266,-82.41081,48.768,2,10,17.21,34.13,24.17,7.87,24.81,157
8/28/2020,29.80266,-82.41081,48.768,2,10,15.29,32.42,23.14,0.25,25.15,113.2
8/29/2020,29.80266,-82.41081,48.768,2,10,11.02,30.99,23.58,11.18,24.6,183.4
8/30/2020,29.80266,-82.41081,48.768,2,10,13.08,30.26,23.23,18.29,24.1,188.9
8/31/2020,29.80266,-82.41081,48.768,2,10,9.08,29.75,23.73,32.51,24.81,143.3
9/1/2020,29.80266,-82.41081,48.768,2,10,9.38,29.28,24.08,21.08,24.99,127.9
9/2/2020,29.80266,-82.41081,48.768,2,10,17.83,32.54,24.54,0,25.42,105.2
9/3/2020,29.80266,-82.41081,48.768,2,10,17.74,33.97,23.75,2.29,25.29,93.1
9/4/2020,29.80266,-82.41081,48.768,2,10,17.66,34.99,24.66,1.27,25.37,77.4
9/5/2020,29.80266,-82.41081,48.768,2,10,20.12,35.11,23.79,0.25,24.52,76.9
9/6/2020,29.80266,-82.41081,48.768,2,10,13.77,33.02,23.08,19.81,23.95,124.1
9/7/2020,29.80266,-82.41081,48.768,2,10,13.12,30.95,22.33,1.27,23.48,145.3
9/8/2020,29.80266,-82.41081,48.768,2,10,15.15,30.42,21.98,4.57,23.23,145.6
9/9/2020,29.80266,-82.41081,48.768,2,10,14.47,32.9,22.86,13.21,23.76,130.1
9/10/2020,29.80266,-82.41081,48.768,2,10,11.76,31.93,23.05,30.48,24.36,113.4
9/11/2020,29.80266,-82.41081,48.768,2,10,8.13,31.39,23.97,6.6,24.97,136.5
9/12/2020,29.80266,-82.41081,48.768,2,10,14.18,31.04,23.59,10.67,24.49,234.7
9/13/2020,29.80266,-82.41081,48.768,2,10,13.34,29.72,23.57,5.33,24.24,241.9
9/14/2020,29.80266,-82.41081,48.768,2,10,10.04,30.95,23.67,26.67,24.21,165.6
9/15/2020,29.80266,-82.41081,48.768,2,10,8.3,28.71,23.74,0,24.59,159
9/16/2020,29.80266,-82.41081,48.768,2,10,11.7,30.98,23.9,3.3,24.47,203.6
9/17/2020,29.80266,-82.41081,48.768,2,10,12.67,30.32,24.93,4.32,24.67,337.6
9/18/2020,29.80266,-82.41081,48.768,2,10,16.45,30.11,22.28,0,22.67,202.6
9/19/2020,29.80266,-82.41081,48.768,2,10,3.93,24.23,22.24,2.29,21.73,184
9/20/2020,29.80266,-82.41081,48.768,2,10,5.47,22.78,18.75,0,19.24,307.6
9/21/2020,29.80266,-82.41081,48.768,2,10,12.99,26.16,19.05,0,19.07,295.6
9/22/2020,29.80266,-82.41081,48.768,2,10,18.17,27.71,18.36,0,17.79,252.2
9/23/2020,29.80266,-82.41081,48.768,2,10,15.72,28.47,16.98,0,18.83,152.8
9/24/2020,29.80266,-82.41081,48.768,2,10,17.7,31.18,19.83,0,20.63,174.8
9/25/2020,29.80266,-82.41081,48.768,2,10,17.23,32.06,21.42,0,23.26,129.4
9/26/2020,29.80266,-82.41081,48.768,2,10,17.05,32.14,22.14,0,23.13,91.6
9/27/2020,29.80266,-82.41081,48.768,2,10,5.89,28.94,21.9,3.05,23.25,124.1
9/28/2020,29.80266,-82.41081,48.768,2,10,7.41,28.42,22.29,10.92,23.44,127.7
9/29/2020,29.80266,-82.41081,48.768,2,10,8.81,29.45,16.17,5.84,21.83,192.1
9/30/2020,29.80266,-82.41081,48.768,2,10,19.98,25.3,14.15,0,14.12,121.3
10/1/2020,29.80266,-82.41081,48.768,2,10,18.45,27.27,11.25,0,14.57,65.4
10/2/2020,29.80266,-82.41081,48.768,2,10,17.1,25.89,14.12,0,14.4,109.9
10/3/2020,29.80266,-82.41081,48.768,2,10,10.27,24.11,14.82,0,15.65,186.4
10/4/2020,29.80266,-82.41081,48.768,2,10,3.32,20.08,16.66,5.59,17.2,152.9
10/5/2020,29.80266,-82.41081,48.768,2,10,2.97,22.01,18.85,5.08,19.99,204.1
10/6/2020,29.80266,-82.41081,48.768,2,10,14.18,31.03,21.76,0,23.29,187
10/7/2020,29.80266,-82.41081,48.768,2,10,12.09,31.22,22.97,0,23.93,167.7
10/8/2020,29.80266,-82.41081,48.768,2,10,12.29,32.01,21.99,0,23.62,122.4
10/9/2020,29.80266,-82.41081,48.768,2,10,12.58,29.89,24.02,10.41,24.17,196.7
10/10/2020,29.80266,-82.41081,48.768,2,10,13.92,31.22,22.14,3.05,23.42,189.2
10/11/2020,29.80266,-82.41081,48.768,2,10,15.03,30.68,22.23,3.05,23.33,242.1
10/12/2020,29.80266,-82.41081,48.768,2,10,11.3,29.32,19.57,0.51,21.88,146.3
10/13/2020,29.80266,-82.41081,48.768,2,10,14.59,31.02,19.7,0,21.53,84.9
10/14/2020,29.80266,-82.41081,48.768,2,10,16.13,31.65,19.3,0.76,21.21,113.8
10/15/2020,29.80266,-82.41081,48.768,2,10,14.6,31.09,18.96,0,20.87,75.6
10/16/2020,29.80266,-82.41081,48.768,2,10,15.74,30.46,18.7,0,20.29,103.8
10/17/2020,29.80266,-82.41081,48.768,2,10,15.51,26.49,14.51,0,16.34,201.2
10/18/2020,29.80266,-82.41081,48.768,2,10,14.95,28.76,17.06,0,19.34,226.2
10/19/2020,29.80266,-82.41081,48.768,2,10,13,29.2,20.64,0.25,21.38,232.4
10/20/2020,29.80266,-82.41081,48.768,2,10,9.17,27.76,22.14,1.27,22.77,197.3
10/21/2020,29.80266,-82.41081,48.768,2,10,7.18,27.41,22.46,1.52,22.77,191.2
10/22/2020,29.80266,-82.41081,48.768,2,10,12.36,27.9,21.48,3.3,22.23,220
10/23/2020,29.80266,-82.41081,48.768,2,10,9.92,28.25,20.66,2.29,21.74,162.2
10/24/2020,29.80266,-82.41081,48.768,2,10,12.2,29.05,18.96,0.25,20.92,131.8
10/25/2020,29.80266,-82.41081,48.768,2,10,13.93,30.59,19.61,0.25,21.45,80.9
10/26/2020,29.80266,-82.41081,48.768,2,10,12.14,29.66,19.7,0,21.84,201.9
10/27/2020,29.80266,-82.41081,48.768,2,10,9.45,29.29,22.96,0,23.58,244.2
10/28/2020,29.80266,-82.41081,48.768,2,10,12.28,31.11,22.09,0,23.46,201.6
10/29/2020,29.80266,-82.41081,48.768,2,10,11.09,30.54,21.52,1.02,23.34,341.6
10/30/2020,29.80266,-82.41081,48.768,2,10,16.18,22.42,11.6,0,12.47,164.6
10/31/2020,29.80266,-82.41081,48.768,2,10,14.31,27.46,11.21,0,16.41,139.8
11/1/2020,29.80266,-82.41081,48.768,2,10,7.62,27.65,17,5.08,19.56,103.3
11/2/2020,29.80266,-82.41081,48.768,2,10,16.07,18.07,5.55,0,6.36,202.5
11/3/2020,29.80266,-82.41081,48.768,2,10,15.77,21.81,3.97,0,6.38,99.7
11/4/2020,29.80266,-82.41081,48.768,2,10,13.24,24.76,7.95,0,12.11,177.1
11/5/2020,29.80266,-82.41081,48.768,2,10,11.94,26.58,15.34,0,17.91,213.8
11/6/2020,29.80266,-82.41081,48.768,2,10,9.57,26.78,19.37,0.51,19.85,231.2
11/7/2020,29.80266,-82.41081,48.768,2,10,9.89,27.74,19.63,0.51,20.49,257.8
11/8/2020,29.80266,-82.41081,48.768,2,10,7.55,26.31,20.04,0,20.99,257.7
11/9/2020,29.80266,-82.41081,48.768,2,10,4.24,25.41,21.94,12.95,22.24,350.2
11/10/2020,29.80266,-82.41081,48.768,2,10,9.12,28.9,22.8,7.11,23.46,276
11/11/2020,29.80266,-82.41081,48.768,2,10,2.73,27.25,23.13,2.54,24,225.3
11/12/2020,29.80266,-82.41081,48.768,2,10,4.18,26.31,20.16,7.37,22.53,293.7
11/13/2020,29.80266,-82.41081,48.768,2,10,4.04,23.54,15.44,0,18.98,80.4
11/14/2020,29.80266,-82.41081,48.768,2,10,12.13,26.46,14.21,0.25,18.09,133.1
11/15/2020,29.80266,-82.41081,48.768,2,10,11.12,29.24,16.77,0,20.13,128.6
11/16/2020,29.80266,-82.41081,48.768,2,10,13.22,24.83,10.58,0,14.57,135.7
11/17/2020,29.80266,-82.41081,48.768,2,10,14.36,22.91,6.71,0,5.43,119
11/18/2020,29.80266,-82.41081,48.768,2,10,13.69,19.78,7.28,0,6.14,248.3
11/19/2020,29.80266,-82.41081,48.768,2,10,7.96,21.1,7.55,0,10.93,198.7
11/20/2020,29.80266,-82.41081,48.768,2,10,8.09,23.43,14.08,0,16.32,198.8
11/21/2020,29.80266,-82.41081,48.768,2,10,8.76,24.52,17.14,0,17.74,206.2
11/22/2020,29.80266,-82.41081,48.768,2,10,6.26,23.86,15.01,1.27,17.9,150
11/23/2020,29.80266,-82.41081,48.768,2,10,12.74,24.27,11.37,0,15.46,122.7
11/24/2020,29.80266,-82.41081,48.768,2,10,11.87,24.18,9.31,0,13.52,179.7
11/25/2020,29.80266,-82.41081,48.768,2,10,12.85,26.94,13.89,0,15.94,160.7
11/26/2020,29.80266,-82.41081,48.768,2,10,9.12,27.48,15.6,0,17.82,138.1
11/27/2020,29.80266,-82.41081,48.768,2,10,12.24,27.27,14.71,0,17.48,77
11/28/2020,29.80266,-82.41081,48.768,2,10,5.73,24.85,17.54,0,18.55,127.2
11/29/2020,29.80266,-82.41081,48.768,2,10,5.03,23.48,16.71,0,17.97,153.4
11/30/2020,29.80266,-82.41081,48.768,2,10,11.58,21.77,7.84,5.84,13.2,384.2
12/1/2020,29.80266,-82.41081,48.768,2,10,13.34,10.45,-0.95,0,-0.87,218
12/2/2020,29.80266,-82.41081,48.768,2,10,10.56,13.91,-2.7,0,-1.29,103.9
12/3/2020,29.80266,-82.41081,48.768,2,10,10.78,21.83,-0.78,0,7.35,134
12/4/2020,29.80266,-82.41081,48.768,2,10,4.8,22.62,13.14,5.33,14.86,169.4
12/5/2020,29.80266,-82.41081,48.768,2,10,12.72,18.37,5.77,3.05,8.27,151.4
12/6/2020,29.80266,-82.41081,48.768,2,10,5.9,17.12,5.14,3.81,8.44,90
12/7/2020,29.80266,-82.41081,48.768,2,10,9.41,17.76,7.46,2.29,9.5,238.6
12/8/2020,29.80266,-82.41081,48.768,2,10,12.73,12.31,1.24,0,1.27,170.9
12/9/2020,29.80266,-82.41081,48.768,2,10,12.6,16.97,-1.34,0,3.78,140.2
12/10/2020,29.80266,-82.41081,48.768,2,10,12.49,21.85,4.54,0,8.24,77.8
12/11/2020,29.80266,-82.41081,48.768,2,10,12.51,21.53,3.87,0,8.09,82.3
12/12/2020,29.80266,-82.41081,48.768,2,10,5.09,20.87,7.16,0,12.99,98.2
12/13/2020,29.80266,-82.41081,48.768,2,10,9.48,25.54,13.08,0,15.71,65.5
12/14/2020,29.80266,-82.41081,48.768,2,10,7.83,26.13,13.02,1.02,16.28,237.8
12/15/2020,29.80266,-82.41081,48.768,2,10,9.64,21.02,9.79,0,12.27,170.2
12/16/2020,29.80266,-82.41081,48.768,2,10,1.26,19.74,10.56,23.11,12.88,168.3
12/17/2020,29.80266,-82.41081,48.768,2,10,7.26,15.1,4.04,0,7.6,215.9
12/18/2020,29.80266,-82.41081,48.768,2,10,12.46,13.2,-1.42,0,1.42,136.2
12/19/2020,29.80266,-82.41081,48.768,2,10,9.59,17.8,1.64,0,8.16,174.6
12/20/2020,29.80266,-82.41081,48.768,2,10,4.66,21.89,7.85,2.03,13.96,184.4
12/21/2020,29.80266,-82.41081,48.768,2,10,10.91,19.11,7.06,0,11.86,213.7
12/22/2020,29.80266,-82.41081,48.768,2,10,12.36,21.37,5.33,0,6.6,90.8
12/23/2020,29.80266,-82.41081,48.768,2,10,12.21,22.82,2.23,0,8.37,118.8
12/24/2020,29.80266,-82.41081,48.768,2,10,7.81,25.57,5.8,17.02,14.27,376.3
12/25/2020,29.80266,-82.41081,48.768,2,10,11.67,9.9,-1.6,0,-2.84,321.9
12/26/2020,29.80266,-82.41081,48.768,2,10,10.6,9.6,-4.23,0,-3.8,80.7
12/27/2020,29.80266,-82.41081,48.768,2,10,12.07,17.63,-3.28,0,1.59,116.7
12/28/2020,29.80266,-82.41081,48.768,2,10,12.02,22.19,2.75,0,7.08,90.7
12/29/2020,29.80266,-82.41081,48.768,2,10,12.11,22.14,4.2,0,8.85,143.5
12/30/2020,29.80266,-82.41081,48.768,2,10,9.84,24.75,8.18,0,13.68,169.9
12/31/2020,29.80266,-82.41081,48.768,2,10,7.6,26.27,14.2,0,18.01,247.3
1/1/2021,29.80266,-82.41081,48.768,2,10,8.89,28.18,19.87,0,19.81,288.9
1/2/2021,29.80266,-82.41081,48.768,2,10,4.84,25.55,19.62,0,20.14,284
1/3/2021,29.80266,-82.41081,48.768,2,10,9.7,21.46,7.12,10.41,13.1,203.5
1/4/2021,29.80266,-82.41081,48.768,2,10,12.68,17.23,3.49,0,4.51,111.6
1/5/2021,29.80266,-82.41081,48.768,2,10,11.2,19.3,2.51,1.27,5.5,175.2
1/6/2021,29.80266,-82.41081,48.768,2,10,12.25,17.82,0.92,0,4.7,103.3
1/7/2021,29.80266,-82.41081,48.768,2,10,8.62,20.46,5.11,2.54,10.2,214.8
1/8/2021,29.80266,-82.41081,48.768,2,10,6.28,13.41,8.4,0.51,8.4,283.5
1/9/2021,29.80266,-82.41081,48.768,2,10,3.63,8.31,2.5,0,2.9,244.2
1/10/2021,29.80266,-82.41081,48.768,2,10,9.3,11.74,3.83,0,2.9,137.2
1/11/2021,29.80266,-82.41081,48.768,2,10,6.16,21.22,5.05,0,10.39,172.7
1/12/2021,29.80266,-82.41081,48.768,2,10,2.39,18.06,9.12,0,11.36,208.1
1/13/2021,29.80266,-82.41081,48.768,2,10,3.14,10.37,5.77,1.27,6.46,129.5
1/14/2021,29.80266,-82.41081,48.768,2,10,13.01,15.53,0.86,0.25,3.5,94.3
1/15/2021,29.80266,-82.41081,48.768,2,10,8.73,21.06,4.93,0.25,10.58,277
1/16/2021,29.80266,-82.41081,48.768,2,10,13.02,14.26,1.89,0.25,2.66,253
1/17/2021,29.80266,-82.41081,48.768,2,10,9.21,14.1,-1.21,0,1.97,132.5
1/18/2021,29.80266,-82.41081,48.768,2,10,13.69,16.61,1.7,0,2.01,159.9
1/19/2021,29.80266,-82.41081,48.768,2,10,13.83,19.46,-1.17,0,0.72,78.1
1/20/2021,29.80266,-82.41081,48.768,2,10,12.65,21.18,0.16,0,3.57,118.8
1/21/2021,29.80266,-82.41081,48.768,2,10,11.76,23.12,8.88,0,11.94,245.4
1/22/2021,29.80266,-82.41081,48.768,2,10,2.71,20.72,16.29,0.76,16.88,209.8
1/23/2021,29.80266,-82.41081,48.768,2,10,2.17,18.28,12.74,0.51,13.6,168.5
1/24/2021,29.80266,-82.41081,48.768,2,10,5.02,20.37,11.97,0.76,14.33,167.7
1/25/2021,29.80266,-82.41081,48.768,2,10,9.4,26.49,16.24,0.25,17.76,235.1
1/26/2021,29.80266,-82.41081,48.768,2,10,7.74,25.79,17.23,0,18.84,253.6
1/27/2021,29.80266,-82.41081,48.768,2,10,2.64,21.84,18.1,4.57,19.11,257
1/28/2021,29.80266,-82.41081,48.768,2,10,14.51,17.63,2.66,0,5.74,228
1/29/2021,29.80266,-82.41081,48.768,2,10,13.51,16.71,-0.34,0,1.22,75.3
1/30/2021,29.80266,-82.41081,48.768,2,10,12.65,19.57,0.53,0,5.78,127.3
1/31/2021,29.80266,-82.41081,48.768,2,10,8.05,23.55,12.18,0,14.43,415.3
2/1/2021,29.80266,-82.41081,48.768,2,10,2.6,18.02,5.7,5.33,7.3,389.6
2/2/2021,29.80266,-82.41081,48.768,2,10,14.61,11.13,2.07,0.25,-0.73,411.7
2/3/2021,29.80266,-82.41081,48.768,2,10,15.33,13.68,-1.13,0,-2.03,189.1
2/4/2021,29.80266,-82.41081,48.768,2,10,13.96,18.83,-2.66,0,-1.26,119.7
2/5/2021,29.80266,-82.41081,48.768,2,10,3.2,17.54,9.09,7.87,9.78,209.2
2/6/2021,29.80266,-82.41081,48.768,2,10,3.17,15.57,8.19,83.82,11,252.8
2/7/2021,29.80266,-82.41081,48.768,2,10,12.05,18.61,7.75,12.7,13.39,212.3
2/8/2021,29.80266,-82.41081,48.768,2,10,10.4,21.48,6.24,0,11.77,193.7
2/9/2021,29.80266,-82.41081,48.768,2,10,3.46,21.4,15.27,0,17.1,134
2/10/2021,29.80266,-82.41081,48.768,2,10,11.04,27.42,13.64,0,17.45,103.8
2/11/2021,29.80266,-82.41081,48.768,2,10,10.9,27.97,16.23,0,17.63,120.3
2/12/2021,29.80266,-82.41081,48.768,2,10,7.87,25.85,15.87,0.76,18.67,169.6
2/13/2021,29.80266,-82.41081,48.768,2,10,5.11,24.25,14.75,9.14,17.01,192.7
2/14/2021,29.80266,-82.41081,48.768,2,10,2.65,18.1,14.34,42.67,15.68,187.6
2/15/2021,29.80266,-82.41081,48.768,2,10,7.37,25.51,13.14,29.21,17.3,257.6
2/16/2021,29.80266,-82.41081,48.768,2,10,15.33,19.24,9.79,0,11.35,291.4
2/17/2021,29.80266,-82.41081,48.768,2,10,7.53,16.47,6.55,0.25,8.62,209.2
2/18/2021,29.80266,-82.41081,48.768,2,10,13.34,29.59,14.29,0.25,19.47,348.8
2/19/2021,29.80266,-82.41081,48.768,2,10,2.27,22.41,8.32,33.02,13.49,238.4
2/20/2021,29.80266,-82.41081,48.768,2,10,17.63,16.29,3.76,0.25,4.9,140.3
2/21/2021,29.80266,-82.41081,48.768,2,10,15.31,20.46,3.98,0,8.12,246.6
2/22/2021,29.80266,-82.41081,48.768,2,10,10.51,24.53,9.39,0,14.42,236.5
2/23/2021,29.80266,-82.41081,48.768,2,10,17.84,21.84,7.96,0,9.51,148.8
2/24/2021,29.80266,-82.41081,48.768,2,10,17.88,25.14,6.01,0,8.01,163.8
2/25/2021,29.80266,-82.41081,48.768,2,10,15.61,26.27,7.35,0,12.23,100.6
2/26/2021,29.80266,-82.41081,48.768,2,10,15.56,27.58,11.75,0,14.8,106.5
2/27/2021,29.80266,-82.41081,48.768,2,10,13.96,29.75,14.63,0,16.57,133.4
2/28/2021,29.80266,-82.41081,48.768,2,10,15.62,29.62,16.93,0,18.44,206.7
3/1/2021,29.80266,-82.41081,48.768,2,10,12.32,28.4,17.23,0.51,19.32,231.4
3/2/2021,29.80266,-82.41081,48.768,2,10,2,16.95,13.5,20.32,14.23,241.5
3/3/2021,29.80266,-82.41081,48.768,2,10,6.8,16.86,8.98,10.16,11.19,222.5
3/4/2021,29.80266,-82.41081,48.768,2,10,18.93,22.64,6.64,0,7.75,119.2
3/5/2021,29.80266,-82.41081,48.768,2,10,19.25,23.08,5.81,0,6.91,161.5
3/6/2021,29.80266,-82.41081,48.768,2,10,3.35,14,8.91,6.35,10.23,225.1
3/7/2021,29.80266,-82.41081,48.768,2,10,19.63,18.21,5.36,0.25,3.21,193.9
3/8/2021,29.80266,-82.41081,48.768,2,10,19.78,18.29,2.27,0,3.31,200.4
3/9/2021,29.80266,-82.41081,48.768,2,10,19.44,22.28,4.28,0,7.6,188.2
3/10/2021,29.80266,-82.41081,48.768,2,10,19.5,23.36,6.71,0,9.88,205
3/11/2021,29.80266,-82.41081,48.768,2,10,19.31,25.68,8.04,0,11.21,171.9
3/12/2021,29.80266,-82.41081,48.768,2,10,19.2,26.47,9.4,0,12.43,97.4
3/13/2021,29.80266,-82.41081,48.768,2,10,17.99,28.33,10.24,0,13.41,78.9
3/14/2021,29.80266,-82.41081,48.768,2,10,19.22,28.58,11.64,0,14.74,113.9
3/15/2021,29.80266,-82.41081,48.768,2,10,17.15,28.85,12.3,0.76,15.13,119.1
3/16/2021,29.80266,-82.41081,48.768,2,10,15.32,28.36,18.1,0,18.02,251.9
3/17/2021,29.80266,-82.41081,48.768,2,10,17.36,30.47,16.82,0,18.72,197.1
3/18/2021,29.80266,-82.41081,48.768,2,10,3.73,24.83,17,1.27,18.87,358.3
3/19/2021,29.80266,-82.41081,48.768,2,10,20.44,19.46,9.59,0,10.21,236.9
3/20/2021,29.80266,-82.41081,48.768,2,10,8.74,15.54,11.59,0,8.6,265.1
3/21/2021,29.80266,-82.41081,48.768,2,10,3.28,13.8,8.96,2.54,10.01,229.4
3/22/2021,29.80266,-82.41081,48.768,2,10,11.82,22.24,12.83,0,13.3,226.9
3/23/2021,29.80266,-82.41081,48.768,2,10,15.11,25.27,13.1,0,15.03,184.9
